"# ndo-LPSCl1.6 n5fu (Nd@P control, frozen-4f) DOS/PDOS (states/eV), gap=2.1616 eV, Gaussian sigma=0.15 eV, EF=0, bonding=below 0"
E_minus_EF_eV,DOS_total,DOS_S,DOS_P,DOS_Cl,DOS_Li,DOS_O,DOS_Nd
-7.087,0.0493,0.0083,0.0097,0.0002,0.0043,0.0264,0.0000
-7.077,0.0607,0.0103,0.0119,0.0003,0.0052,0.0325,0.0000
-7.067,0.0744,0.0126,0.0146,0.0004,0.0064,0.0399,0.0000
-7.057,0.0907,0.0153,0.0178,0.0005,0.0078,0.0486,0.0000
-7.047,0.1101,0.0186,0.0216,0.0006,0.0095,0.0591,0.0000
-7.037,0.1331,0.0225,0.0261,0.0007,0.0114,0.0714,0.0000
-7.027,0.1602,0.0271,0.0314,0.0008,0.0137,0.0859,0.0000
-7.017,0.1920,0.0324,0.0377,0.0010,0.0165,0.1030,0.0000
-7.007,0.2291,0.0387,0.0449,0.0012,0.0196,0.1229,0.0000
-6.997,0.2722,0.0459,0.0534,0.0014,0.0233,0.1461,0.0000
-6.987,0.3220,0.0543,0.0632,0.0016,0.0275,0.1729,0.0000
-6.977,0.3794,0.0640,0.0745,0.0019,0.0324,0.2038,0.0000
-6.967,0.4452,0.0751,0.0874,0.0023,0.0380,0.2392,0.0000
-6.957,0.5202,0.0877,0.1021,0.0026,0.0443,0.2795,0.0000
-6.947,0.6054,0.1021,0.1188,0.0031,0.0515,0.3253,0.0000
-6.937,0.7016,0.1183,0.1377,0.0036,0.0597,0.3771,0.0000
-6.927,0.8097,0.1365,0.1589,0.0041,0.0688,0.4353,0.0000
-6.917,0.9311,0.1571,0.1828,0.0047,0.0790,0.5005,0.0000
-6.907,1.0660,0.1799,0.2093,0.0054,0.0903,0.5730,0.0000
-6.897,1.2154,0.2052,0.2387,0.0062,0.1029,0.6533,0.0000
-6.887,1.3801,0.2331,0.2711,0.0071,0.1167,0.7418,0.0000
-6.877,1.5607,0.2638,0.3067,0.0080,0.1318,0.8388,0.0000
-6.867,1.7577,0.2973,0.3454,0.0090,0.1483,0.9446,0.0001
-6.857,1.9715,0.3337,0.3876,0.0101,0.1661,1.0593,0.0001
-6.847,2.2024,0.3732,0.4331,0.0113,0.1853,1.1832,0.0001
-6.837,2.4505,0.4156,0.4820,0.0126,0.2059,1.3162,0.0001
-6.827,2.7156,0.4611,0.5344,0.0140,0.2279,1.4582,0.0001
-6.817,2.9976,0.5096,0.5901,0.0155,0.2512,1.6091,0.0001
-6.807,3.2958,0.5611,0.6491,0.0170,0.2758,1.7685,0.0001
-6.797,3.6095,0.6154,0.7112,0.0187,0.3016,1.9360,0.0001
-6.787,3.9377,0.6725,0.7763,0.0204,0.3286,2.1110,0.0001
-6.777,4.2791,0.7323,0.8440,0.0222,0.3565,2.2928,0.0001
-6.767,4.6323,0.7944,0.9142,0.0241,0.3853,2.4804,0.0001
-6.757,4.9955,0.8586,0.9866,0.0261,0.4149,2.6730,0.0001
-6.747,5.3668,0.9248,1.0606,0.0281,0.4450,2.8694,0.0002
-6.737,5.7442,0.9926,1.1361,0.0301,0.4755,3.0684,0.0002
-6.727,6.1253,1.0616,1.2124,0.0322,0.5061,3.2687,0.0002
-6.717,6.5078,1.1316,1.2892,0.0343,0.5368,3.4690,0.0002
-6.707,6.8892,1.2022,1.3660,0.0364,0.5671,3.6679,0.0002
-6.697,7.2668,1.2730,1.4423,0.0385,0.5971,3.8637,0.0002
-6.687,7.6381,1.3437,1.5176,0.0406,0.6263,4.0552,0.0002
-6.677,8.0007,1.4139,1.5915,0.0427,0.6547,4.2409,0.0002
-6.667,8.3518,1.4832,1.6633,0.0447,0.6820,4.4192,0.0003
-6.657,8.6892,1.5513,1.7328,0.0467,0.7080,4.5889,0.0003
-6.647,9.0107,1.6179,1.7994,0.0487,0.7325,4.7486,0.0003
-6.637,9.3142,1.6827,1.8627,0.0505,0.7553,4.8973,0.0003
-6.627,9.5979,1.7454,1.9224,0.0523,0.7764,5.0339,0.0003
-6.617,9.8601,1.8058,1.9783,0.0540,0.7956,5.1574,0.0003
-6.607,10.0997,1.8637,2.0299,0.0557,0.8127,5.2673,0.0003
-6.597,10.3156,1.9190,2.0772,0.0572,0.8278,5.3628,0.0003
-6.587,10.5073,1.9716,2.1200,0.0586,0.8408,5.4437,0.0003
-6.577,10.6745,2.0213,2.1582,0.0599,0.8516,5.5099,0.0004
-6.567,10.8170,2.0683,2.1918,0.0611,0.8603,5.5612,0.0004
-6.557,10.9353,2.1125,2.2209,0.0623,0.8669,5.5979,0.0004
-6.547,11.0299,2.1540,2.2456,0.0633,0.8716,5.6204,0.0004
-6.537,11.1018,2.1928,2.2659,0.0642,0.8742,5.6293,0.0004
-6.527,11.1520,2.2292,2.2822,0.0651,0.8751,5.6251,0.0004
-6.517,11.1818,2.2632,2.2946,0.0658,0.8743,5.6087,0.0004
-6.507,11.1929,2.2950,2.3034,0.0665,0.8720,5.5810,0.0005
-6.497,11.1868,2.3248,2.3089,0.0671,0.8682,5.5431,0.0005
-6.487,11.1653,2.3528,2.3114,0.0676,0.8633,5.4959,0.0005
-6.477,11.1300,2.3791,2.3112,0.0681,0.8573,5.4406,0.0005
-6.467,11.0828,2.4039,2.3087,0.0685,0.8504,5.3782,0.0006
-6.457,11.0256,2.4274,2.3040,0.0688,0.8428,5.3100,0.0006
-6.447,10.9599,2.4496,2.2976,0.0691,0.8346,5.2370,0.0006
-6.437,10.8874,2.4707,2.2898,0.0694,0.8260,5.1602,0.0007
-6.427,10.8095,2.4909,2.2807,0.0696,0.8172,5.0806,0.0007
-6.417,10.7278,2.5101,2.2706,0.0698,0.8083,4.9992,0.0008
-6.407,10.6433,2.5285,2.2598,0.0699,0.7993,4.9167,0.0008
-6.397,10.5572,2.5460,2.2484,0.0700,0.7905,4.8339,0.0009
-6.387,10.4704,2.5627,2.2365,0.0701,0.7818,4.7515,0.0010
-6.377,10.3835,2.5786,2.2243,0.0701,0.7734,4.6699,0.0010
-6.367,10.2973,2.5936,2.2119,0.0701,0.7653,4.5897,0.0011
-6.357,10.2121,2.6078,2.1994,0.0701,0.7576,4.5113,0.0012
-6.347,10.1284,2.6210,2.1868,0.0700,0.7503,4.4347,0.0013
-6.337,10.0462,2.6333,2.1741,0.0699,0.7435,4.3604,0.0014
-6.327,9.9658,2.6447,2.1614,0.0697,0.7370,4.2884,0.0015
-6.317,9.8871,2.6550,2.1487,0.0695,0.7310,4.2187,0.0016
-6.307,9.8102,2.6643,2.1360,0.0693,0.7254,4.1514,0.0018
-6.297,9.7351,2.6726,2.1232,0.0691,0.7202,4.0865,0.0019
-6.287,9.6616,2.6799,2.1105,0.0688,0.7153,4.0239,0.0020
-6.277,9.5897,2.6862,2.0978,0.0685,0.7109,3.9635,0.0022
-6.267,9.5194,2.6916,2.0851,0.0682,0.7067,3.9052,0.0023
-6.257,9.4507,2.6961,2.0725,0.0678,0.7029,3.8490,0.0025
-6.247,9.3835,2.6999,2.0599,0.0675,0.6993,3.7947,0.0026
-6.237,9.3179,2.7030,2.0476,0.0671,0.6960,3.7422,0.0028
-6.227,9.2539,2.7056,2.0353,0.0668,0.6929,3.6915,0.0029
-6.217,9.1913,2.7077,2.0233,0.0664,0.6900,3.6423,0.0031
-6.207,9.1305,2.7095,2.0115,0.0661,0.6872,3.5947,0.0032
-6.197,9.0716,2.7111,2.0000,0.0658,0.6846,3.5487,0.0034
-6.187,9.0147,2.7128,1.9890,0.0655,0.6821,3.5040,0.0036
-6.177,8.9601,2.7146,1.9785,0.0653,0.6797,3.4608,0.0037
-6.167,8.9081,2.7168,1.9685,0.0652,0.6774,3.4191,0.0039
-6.157,8.8588,2.7196,1.9592,0.0651,0.6752,3.3787,0.0040
-6.147,8.8125,2.7230,1.9507,0.0651,0.6731,3.3397,0.0042
-6.137,8.7696,2.7274,1.9431,0.0652,0.6710,3.3022,0.0043
-6.127,8.7304,2.7328,1.9363,0.0653,0.6691,3.2661,0.0045
-6.117,8.6952,2.7395,1.9307,0.0656,0.6673,3.2315,0.0046
-6.107,8.6643,2.7476,1.9261,0.0660,0.6656,3.1984,0.0048
-6.097,8.6382,2.7574,1.9229,0.0665,0.6640,3.1669,0.0049
-6.087,8.6171,2.7689,1.9210,0.0671,0.6626,3.1371,0.0050
-6.077,8.6016,2.7824,1.9205,0.0678,0.6613,3.1089,0.0051
-6.067,8.5919,2.7981,1.9216,0.0687,0.6603,3.0825,0.0053
-6.057,8.5884,2.8162,1.9244,0.0697,0.6596,3.0580,0.0054
-6.047,8.5917,2.8368,1.9289,0.0709,0.6591,3.0353,0.0055
-6.037,8.6017,2.8600,1.9353,0.0722,0.6590,3.0144,0.0056
-6.027,8.6193,2.8862,1.9437,0.0736,0.6592,2.9956,0.0057
-6.017,8.6448,2.9155,1.9541,0.0752,0.6599,2.9789,0.0058
-6.007,8.6784,2.9481,1.9668,0.0769,0.6610,2.9642,0.0059
-5.997,8.7206,2.9840,1.9817,0.0788,0.6627,2.9517,0.0060
-5.987,8.7713,3.0235,1.9989,0.0808,0.6649,2.9412,0.0060
-5.977,8.8315,3.0668,2.0186,0.0830,0.6678,2.9330,0.0061
-5.967,8.9007,3.1138,2.0407,0.0853,0.6713,2.9269,0.0062
-5.957,8.9792,3.1647,2.0654,0.0878,0.6754,2.9227,0.0063
-5.947,9.0670,3.2196,2.0925,0.0904,0.6803,2.9205,0.0064
-5.937,9.1639,3.2784,2.1221,0.0931,0.6859,2.9201,0.0064
-5.927,9.2698,3.3411,2.1542,0.0959,0.6923,2.9214,0.0065
-5.917,9.3845,3.4078,2.1888,0.0989,0.6994,2.9241,0.0066
-5.907,9.5074,3.4782,2.2256,0.1020,0.7073,2.9281,0.0066
-5.897,9.6380,3.5523,2.2647,0.1051,0.7158,2.9331,0.0067
-5.887,9.7758,3.6299,2.3058,0.1084,0.7251,2.9389,0.0068
-5.877,9.9199,3.7106,2.3488,0.1117,0.7351,2.9452,0.0069
-5.867,10.0694,3.7942,2.3934,0.1151,0.7457,2.9516,0.0069
-5.857,10.2231,3.8802,2.4394,0.1185,0.7568,2.9578,0.0070
-5.847,10.3800,3.9684,2.4864,0.1220,0.7685,2.9635,0.0071
-5.837,10.5386,4.0581,2.5342,0.1255,0.7806,2.9681,0.0071
-5.827,10.6975,4.1488,2.5824,0.1291,0.7929,2.9714,0.0072
-5.817,10.8553,4.2399,2.6306,0.1326,0.8055,2.9728,0.0073
-5.807,11.0102,4.3307,2.6783,0.1361,0.8182,2.9721,0.0073
-5.797,11.1605,4.4206,2.7251,0.1395,0.8308,2.9687,0.0074
-5.787,11.3046,4.5088,2.7705,0.1429,0.8433,2.9624,0.0075
-5.777,11.4405,4.5946,2.8142,0.1462,0.8555,2.9527,0.0075
-5.767,11.5666,4.6771,2.8554,0.1494,0.8672,2.9392,0.0076
-5.757,11.6809,4.7555,2.8939,0.1525,0.8784,2.9218,0.0077
-5.747,11.7818,4.8291,2.9290,0.1554,0.8888,2.9000,0.0077
-5.737,11.8677,4.8971,2.9603,0.1582,0.8983,2.8736,0.0078
-5.727,11.9366,4.9586,2.9874,0.1608,0.9068,2.8425,0.0079
-5.717,11.9872,5.0127,3.0098,0.1632,0.9141,2.8064,0.0079
-5.707,12.0178,5.0589,3.0270,0.1653,0.9201,2.7652,0.0080
-5.697,12.0279,5.0966,3.0388,0.1672,0.9247,2.7191,0.0081
-5.687,12.0162,5.1252,3.0449,0.1689,0.9278,2.6679,0.0081
-5.677,11.9821,5.1443,3.0451,0.1703,0.9293,2.6118,0.0082
-5.667,11.9249,5.1534,3.0391,0.1714,0.9290,2.5509,0.0082
-5.657,11.8445,5.1523,3.0269,0.1722,0.9271,2.4853,0.0083
-5.647,11.7409,5.1408,3.0083,0.1727,0.9233,2.4154,0.0083
-5.637,11.6142,5.1189,2.9835,0.1730,0.9177,2.3414,0.0084
-5.627,11.4652,5.0868,2.9526,0.1729,0.9103,2.2636,0.0084
-5.617,11.2945,5.0446,2.9157,0.1726,0.9012,2.1825,0.0085
-5.607,11.1036,4.9928,2.8731,0.1719,0.8903,2.0984,0.0085
-5.597,10.8937,4.9319,2.8253,0.1711,0.8778,2.0118,0.0085
-5.587,10.6667,4.8626,2.7725,0.1700,0.8637,1.9233,0.0086
-5.577,10.4246,4.7858,2.7155,0.1686,0.8482,1.8333,0.0086
-5.567,10.1696,4.7023,2.6547,0.1671,0.8314,1.7423,0.0086
-5.557,9.9041,4.6133,2.5907,0.1654,0.8135,1.6508,0.0087
-5.547,9.6307,4.5198,2.5243,0.1637,0.7946,1.5594,0.0087
-5.537,9.3523,4.4233,2.4563,0.1618,0.7751,1.4687,0.0087
-5.527,9.0717,4.3249,2.3873,0.1599,0.7549,1.3790,0.0087
-5.517,8.7917,4.2262,2.3182,0.1580,0.7345,1.2908,0.0088
-5.507,8.5155,4.1285,2.2497,0.1562,0.7140,1.2046,0.0088
-5.497,8.2459,4.0333,2.1827,0.1545,0.6936,1.1208,0.0089
-5.487,7.9859,3.9420,2.1181,0.1529,0.6736,1.0397,0.0089
-5.477,7.7383,3.8562,2.0564,0.1516,0.6542,0.9616,0.0090
-5.467,7.5059,3.7771,1.9986,0.1505,0.6356,0.8869,0.0091
-5.457,7.2911,3.7062,1.9453,0.1498,0.6180,0.8158,0.0092
-5.447,7.0964,3.6446,1.8972,0.1494,0.6017,0.7484,0.0094
-5.437,6.9238,3.5936,1.8549,0.1494,0.5867,0.6850,0.0095
-5.427,6.7751,3.5540,1.8188,0.1498,0.5733,0.6255,0.0097
-5.417,6.6520,3.5268,1.7895,0.1508,0.5616,0.5700,0.0099
-5.407,6.5558,3.5127,1.7673,0.1522,0.5518,0.5187,0.0102
-5.397,6.4871,3.5122,1.7523,0.1541,0.5438,0.4714,0.0104
-5.387,6.4465,3.5256,1.7449,0.1566,0.5378,0.4280,0.0107
-5.377,6.4342,3.5531,1.7451,0.1596,0.5339,0.3886,0.0111
-5.367,6.4498,3.5945,1.7527,0.1632,0.5319,0.3529,0.0114
-5.357,6.4928,3.6497,1.7676,0.1673,0.5319,0.3207,0.0118
-5.347,6.5621,3.7180,1.7897,0.1718,0.5338,0.2921,0.0123
-5.337,6.6564,3.7988,1.8184,0.1769,0.5375,0.2666,0.0127
-5.327,6.7738,3.8911,1.8533,0.1824,0.5430,0.2442,0.0132
-5.317,6.9122,3.9938,1.8940,0.1882,0.5500,0.2247,0.0137
-5.307,7.0692,4.1056,1.9396,0.1944,0.5584,0.2078,0.0142
-5.297,7.2421,4.2250,1.9895,0.2009,0.5680,0.1933,0.0148
-5.287,7.4279,4.3504,2.0429,0.2075,0.5786,0.1810,0.0153
-5.277,7.6234,4.4799,2.0989,0.2142,0.5900,0.1707,0.0158
-5.267,7.8253,4.6118,2.1565,0.2210,0.6019,0.1621,0.0164
-5.257,8.0300,4.7441,2.2149,0.2277,0.6140,0.1552,0.0169
-5.247,8.2340,4.8746,2.2730,0.2342,0.6262,0.1496,0.0174
-5.237,8.4336,5.0015,2.3298,0.2405,0.6381,0.1451,0.0179
-5.227,8.6253,5.1226,2.3844,0.2464,0.6495,0.1417,0.0183
-5.217,8.8057,5.2361,2.4358,0.2519,0.6601,0.1391,0.0187
-5.207,8.9714,5.3399,2.4831,0.2569,0.6697,0.1372,0.0191
-5.197,9.1193,5.4324,2.5255,0.2613,0.6781,0.1359,0.0194
-5.187,9.2466,5.5119,2.5620,0.2651,0.6851,0.1350,0.0196
-5.177,9.3504,5.5767,2.5920,0.2682,0.6904,0.1344,0.0198
-5.167,9.4287,5.6258,2.6148,0.2705,0.6939,0.1340,0.0199
-5.157,9.4795,5.6579,2.6300,0.2720,0.6956,0.1338,0.0200
-5.147,9.5012,5.6722,2.6370,0.2727,0.6952,0.1336,0.0199
-5.137,9.4926,5.6680,2.6355,0.2725,0.6927,0.1333,0.0199
-5.127,9.4533,5.6450,2.6254,0.2714,0.6881,0.1330,0.0197
-5.117,9.3828,5.6031,2.6065,0.2695,0.6813,0.1326,0.0195
-5.107,9.2816,5.5423,2.5789,0.2668,0.6725,0.1321,0.0192
-5.097,9.1500,5.4630,2.5428,0.2634,0.6616,0.1315,0.0188
-5.087,8.9893,5.3659,2.4983,0.2593,0.6487,0.1308,0.0183
-5.077,8.8008,5.2518,2.4458,0.2545,0.6340,0.1301,0.0178
-5.067,8.5865,5.1217,2.3858,0.2493,0.6176,0.1294,0.0173
-5.057,8.3484,4.9769,2.3189,0.2437,0.5997,0.1288,0.0167
-5.047,8.0890,4.8187,2.2456,0.2379,0.5806,0.1284,0.0160
-5.037,7.8110,4.6486,2.1667,0.2319,0.5603,0.1282,0.0154
-5.027,7.5172,4.4683,2.0828,0.2261,0.5392,0.1284,0.0147
-5.017,7.2109,4.2795,1.9948,0.2204,0.5175,0.1292,0.0139
-5.007,6.8954,4.0841,1.9034,0.2152,0.4954,0.1307,0.0132
-4.997,6.5739,3.8837,1.8095,0.2106,0.4733,0.1331,0.0124
-4.987,6.2499,3.6802,1.7138,0.2071,0.4515,0.1368,0.0117
-4.977,5.9265,3.4754,1.6172,0.2046,0.4302,0.1417,0.0109
-4.967,5.6065,3.2707,1.5203,0.2034,0.4096,0.1480,0.0101
-4.957,5.2936,3.0680,1.4239,0.2038,0.3901,0.1561,0.0094
-4.947,4.9908,2.8688,1.3288,0.2062,0.3719,0.1663,0.0087
-4.937,4.7012,2.6745,1.2354,0.2110,0.3554,0.1788,0.0080
-4.927,4.4279,2.4865,1.1444,0.2184,0.3407,0.1940,0.0073
-4.917,4.1731,2.3058,1.0563,0.2288,0.3283,0.2123,0.0067
-4.907,3.9391,2.1336,0.9715,0.2425,0.3182,0.2337,0.0061
-4.897,3.7284,1.9708,0.8904,0.2597,0.3107,0.2588,0.0055
-4.887,3.5429,1.8180,0.8133,0.2811,0.3061,0.2879,0.0050
-4.877,3.3847,1.6761,0.7404,0.3069,0.3046,0.3213,0.0045
-4.867,3.2555,1.5454,0.6720,0.3377,0.3064,0.3594,0.0041
-4.857,3.1566,1.4264,0.6081,0.3738,0.3117,0.4024,0.0037
-4.847,3.0894,1.3192,0.5488,0.4158,0.3208,0.4508,0.0033
-4.837,3.0553,1.2241,0.4941,0.4642,0.3337,0.5048,0.0030
-4.827,3.0547,1.1410,0.4439,0.5193,0.3508,0.5646,0.0027
-4.817,3.0885,1.0699,0.3982,0.5816,0.3720,0.6305,0.0024
-4.807,3.1571,1.0107,0.3569,0.6516,0.3975,0.7028,0.0022
-4.797,3.2611,0.9630,0.3198,0.7299,0.4276,0.7815,0.0021
-4.787,3.4010,0.9267,0.2867,0.8170,0.4622,0.8668,0.0019
-4.777,3.5763,0.9014,0.2574,0.9132,0.5015,0.9587,0.0018
-4.767,3.7873,0.8866,0.2317,1.0191,0.5455,1.0572,0.0018
-4.757,4.0336,0.8820,0.2094,1.1350,0.5942,1.1623,0.0018
-4.747,4.3141,0.8869,0.1903,1.2611,0.6477,1.2737,0.0018
-4.737,4.6288,0.9011,0.1741,1.3979,0.7059,1.3912,0.0018
-4.727,4.9773,0.9239,0.1606,1.5461,0.7689,1.5147,0.0020
-4.717,5.3588,0.9550,0.1496,1.7060,0.8367,1.6437,0.0021
-4.707,5.7711,0.9935,0.1408,1.8772,0.9090,1.7777,0.0023
-4.697,6.2146,1.0391,0.1340,2.0609,0.9859,1.9163,0.0026
-4.687,6.6875,1.0912,0.1291,2.2570,1.0672,2.0589,0.0030
-4.677,7.1877,1.1492,0.1258,2.4651,1.1527,2.2049,0.0034
-4.667,7.7149,1.2126,0.1240,2.6861,1.2424,2.3535,0.0039
-4.657,8.2661,1.2809,0.1234,2.9193,1.3358,2.5040,0.0045
-4.647,8.8407,1.3535,0.1239,3.1653,1.4330,2.6556,0.0052
-4.637,9.4371,1.4299,0.1255,3.4243,1.5337,2.8076,0.0061
-4.627,10.0528,1.5096,0.1278,3.6956,1.6376,2.9590,0.0071
-4.617,10.6865,1.5921,0.1308,3.9796,1.7444,3.1091,0.0083
-4.607,11.3364,1.6769,0.1345,4.2762,1.8540,3.2569,0.0096
-4.597,12.0008,1.7636,0.1386,4.5854,1.9661,3.4017,0.0112
-4.587,12.6783,1.8518,0.1431,4.9072,2.0804,3.5426,0.0131
